Engine_Load_Pressure(%),RPM,Vehicle_Speed(km/h),O2_Intake(g/s),Fuel_Amount(mL/s),Gear_Position,AFR,Engine_Efficiency
37.454011884736246,1947,65.42642093397649,20.508386832058044,28.59979391417964,2,0.7170816047317208,729.2296113958147
95.07143064099162,4159,61.744699767999954,24.1037605185498,40.27161646499932,6,0.5985297347318804,3954.020800358842
73.1993941811405,6212,226.5636451302592,8.26356906498247,38.008046489507954,2,0.2174163002522982,4547.146366532448
59.86584841970366,5339,62.38654996237653,19.12134888860297,7.694995234688684,5,2.4849068544575528,3196.237647127978
15.601864044243651,5800,67.98743153215774,17.580633511168713,7.462473487073695,3,2.3558718413873883,904.9081145661319
15.599452033620263,4884,189.8495656044909,25.152080926859863,13.408718387245669,2,1.8758003803692427,761.8772373220137
5.8083612168199465,5092,112.434960612635,27.276524753956554,18.05373631705186,4,1.5108519790078985,295.7617531604717
86.61761457749351,6065,194.1776392387953,1.3525463728442175,20.42277907042413,2,0.06622733869630945,5253.358324124982
60.11150117432088,2347,16.341539391096312,20.546577652704983,33.98486084166726,4,0.6045802907314979,1410.8169325613112
70.80725777960456,3834,121.89279841834608,2.5032381744721417,2.83402160829177,6,0.8832809474237004,2714.7502632700384
2.0584494295802447,2171,8.403400045820659,16.91690128724332,1.733635211303319,2,9.758045648184444,44.688937116187105
96.99098521619943,6923,15.66330086383863,9.341349142266669,19.59552814719545,4,0.4767081854282879,6714.685906517487
83.24426408004217,6653,226.60936333610277,9.896521386142094,34.85818460689902,2,0.2839081040461098,5538.240889245205
21.233911067827616,1044,34.81134277939879,11.23579660011834,9.671767147824127,6,1.1617107056734064,221.68203154812034
18.182496720710063,5174,133.10517056880428,19.01748102243869,32.07522406281259,2,0.5929024967150488,940.7623803295386
18.34045098534338,6536,102.77390065017664,10.687449004394306,12.991406897014974,1,0.8226551801864334,1198.7318764020433
30.42422429595377,1919,86.83583156471067,22.24827246711813,44.30430544067582,4,0.5021695237890458,583.8408642393529
52.475643163223786,4321,224.9583364218181,12.73129418164222,44.78449721333082,6,0.28427904050630953,2267.4725410828996
43.19450186421157,6476,5.455849193872375,2.9822428089888,14.864360214066323,4,0.20063040490207326,2797.275940726341
29.122914019804192,1010,165.94742154389726,23.72903543203911,11.499687698162026,4,2.063450242425404,294.1414316000223
61.18528947223795,5124,240.8486085533876,9.286991413188474,20.565198603311565,0,0.4515877109061957,3135.1342325574724
13.949386065204184,2643,140.0420458654605,13.550239508378615,12.026579259007436,6,1.1266909808571741,368.6822737033466
29.21446485352181,6531,234.20561550827296,20.877872613435144,33.61919216458518,2,0.6210105195334706,1907.9966995835096
36.63618432936917,6820,13.06446982150594,10.64122855731265,41.30323422741428,4,0.2576366838753039,2498.5877712629776
45.6069984217036,6654,104.69832976854036,2.640984028254753,33.65460654556085,5,0.07847317858868057,3034.689674980158
78.51759613930136,3740,65.03944774051278,11.843710363371594,41.21752236246748,0,0.287346482689361,2936.558095609871
19.96737821583597,6144,182.70524124518244,28.3890088981348,19.84960811037371,1,1.4302049345293288,1226.795717580962
51.42344384136116,6036,245.32427262431167,19.610297521658183,7.815848535443043,4,2.5090423546065064,3103.9190702645597
59.24145688620425,2778,64.13251561106195,20.472895311349,36.89754736987961,4,0.5548578758165281,1645.727672298754
4.645041271999773,5939,163.54365036851863,19.33618245549156,18.023725257077693,0,1.0728182496612475,275.8690011440665
60.75448519014384,1029,49.52440818993503,6.770772029823667,33.56354126145663,2,0.2017299597605054,625.1636526065801
17.052412368729154,4496,141.33256364290247,13.131682058966124,13.532197099088282,5,0.9704027359642967,766.6764600980628
6.505159298527952,2226,115.98312167208404,22.77725415253623,4.061481740333633,1,5.608112999309503,144.8048459852322
94.88855372533332,1547,243.00133240788423,3.939814029041616,49.62908977438817,4,0.07938517445245674,1467.9259261309064
96.56320330745594,1277,152.13181817411663,9.057730506601656,7.810075396529964,2,1.1597492837107237,1233.1121062362122
80.83973481164611,5116,87.37659302170469,9.013254145509755,49.42104969817405,6,0.18237682158066232,4135.760832963815
30.46137691733707,2907,28.523946221983344,13.528548900240674,48.86399662832236,5,0.2768612794054187,885.5122269869887
9.767211400638388,5293,37.81170718373364,29.430693487323367,39.69090519540198,6,0.7414971414971822,516.9784994357899
68.42330265121569,1205,56.32923248780877,2.9575738538308363,32.97114810409988,5,0.08970187373490933,824.5007969471491
44.01524937396013,2754,62.7416653350745,16.042328837037253,28.890352512554237,1,0.5552832307872625,1212.179967758862
12.203823484477883,4144,212.6540144602845,6.201575778354103,43.305077268891736,3,0.14320666365840548,505.7264451967635
49.51769101112702,5702,140.30569707063125,29.14961981688258,14.471976080974397,5,2.014211303250623,2823.498741454463
3.43885211152184,2776,130.8477278435916,4.285801637096462,23.38406062424385,3,0.1832787522529054,95.46253461584627
90.9320402078782,4680,28.69221796730437,12.704429068486146,30.969498468325096,6,0.41022390695981215,4255.6194817287
25.87799816000169,6293,215.03492333735875,22.398664560203574,20.559523793474558,5,1.0894543908579417,1628.5024242089066
66.2522284353982,4618,180.70357580212087,21.432078412795917,21.3743227045134,1,1.0027020601484724,3059.5279091466887
31.171107608941096,2244,16.917090475000396,13.259130469924036,16.51423337510422,0,0.8028910192719945,699.4796547446382
52.00680211778108,951,176.95877430744216,11.049200870628828,28.2115908342268,1,0.3916546409559117,494.5846881400981
54.67102793432797,6194,135.8845543356615,12.530758978033246,42.5287264007558,1,0.2946422275925086,3386.3234702522745
18.485445552552704,931,20.431336436694565,8.66401163160054,10.076418900315645,0,0.8598303482101951,172.0994980942657
96.95846277645586,6223,114.57516038216411,6.954655222497195,46.72165193767207,0,0.14885293617019266,6033.725138578848
77.51328233611146,4079,121.17407178251176,15.00815122920781,34.45438268741148,2,0.43559482489571577,3161.7667864899868
93.9498941564189,6622,41.44363504081894,8.787478925960613,41.16366063400151,5,0.21347660963916987,6221.36199103806
89.48273504276489,5752,236.4245367500706,9.336388282020254,27.809534631500583,6,0.3357261482440823,5147.046919659837
59.78999788110851,6987,212.49384287016548,20.045925840762155,38.97583507120317,2,0.5143167629333512,4177.5271519530515
92.18742350231167,2974,167.25558433227707,29.087582619296874,0.8100198669733605,0,35.909670732289285,2741.653974958749
8.84925020519195,5556,115.5738902501518,18.50547881622188,40.91902123897676,3,0.4522463588730325,491.66434140046476
19.59828624191452,3291,102.94138539612712,3.232404544884022,2.006942954268326,6,1.6106102704110954,644.9796002214068
4.522728891053807,3775,162.74336678773855,3.1919248017679425,44.49566881814312,3,0.0717356276422753,170.7330156372812
32.53303307632643,4690,136.35796735172636,28.591273404521413,49.59813736193217,1,0.5764586000362051,1525.7992512797096
38.8677289689482,6216,15.568276470471403,9.621432918912674,14.70337310883889,4,0.6543690480628374,2416.01803270982
27.134903177389592,6901,128.12566219258292,3.6699425963917873,10.515927814289682,1,0.3489889158820519,1872.5796682716557
82.87375091519293,5563,201.60090430820983,18.372293027361064,38.26816819290204,1,0.48009333644235974,4610.266763412183
35.67533266935893,3390,114.80996939923952,19.08581457041772,12.65131704601266,4,1.508602858690525,1209.3937774912677
28.093450968738075,3412,12.989144388567103,19.806639783441955,43.278119158610174,5,0.457659429542053,958.5485470533431
54.26960831582485,5373,196.56954984600827,8.754658807868697,5.142129607873835,0,1.7025352865334098,2915.9060548092693
14.092422497476264,2280,50.3409455339936,1.438209842219776,6.297759818967913,3,0.22836844452525143,321.30723294245877
80.21969807540397,1484,64.65520872200969,28.985445714179683,48.957577755030776,1,0.5920522716046532,1190.460319438995
7.455064367977082,2998,41.17658835807397,8.275898325041972,33.69194491350023,4,0.24563432300079327,223.50282975195293
98.68869366005173,2580,82.55376621787438,20.60476235352388,42.34436122144764,2,0.4865998983705902,2546.1682964293345
77.22447692966574,2637,189.18787642215875,21.492266226482577,16.2164688675759,1,1.3253356866191568,2036.4094566352856
19.87156815341724,2248,129.84646487598434,18.690215095305085,33.82418747603022,3,0.5525695053570925,446.71285208881955
0.5522117123602399,1060,51.22031853767814,10.074314432195798,29.71209136542986,0,0.3390644559222394,5.853444151018543
81.54614284548342,910,219.45751953801025,8.861791359157907,30.15750600614735,1,0.29385026280028737,742.0698998938991
70.68573438476172,6923,219.8954637378823,18.33238019837839,34.126622976886075,1,0.5371870423161369,4893.573391457054
72.90071680409874,3452,217.6446062615017,26.11677337473905,28.76795865645493,5,0.9078423943381397,2516.532744077488
77.12703466859458,3182,59.69905284538482,28.45527813877847,21.453118465133297,4,1.3263934965274136,2454.1822431546793
7.4044651734090365,5013,112.80983604524702,4.071268327708971,13.796134719027345,2,0.2951020786272755,371.185839142995
35.84657285442726,2153,246.2474140352188,5.490029765333876,38.4290665456601,2,0.14286138373799498,771.7767135558189
11.586905952512971,6689,193.0031190774976,28.39735150470931,11.31362150015931,6,2.5100140564447364,775.0481391635927
86.31034258755935,5675,6.791855306389954,22.359521621708986,34.61771530772071,0,0.6458982280330894,4898.111941843993
62.329812682755794,1354,16.301147815123013,26.60682092006342,11.666641132466331,6,2.2805894462144383,843.9456637245135
33.08980248526492,3389,115.9828442030832,6.876346389924952,31.266508497722693,3,0.21992689623463701,1121.413406225628
6.355835028602364,6250,227.30505146539005,18.03999026217265,37.35391335645144,0,0.48294778667705923,397.23968928764776
31.09823217156622,6657,134.67544948817854,21.33304823810673,10.93569444532696,1,1.9507719783127986,2070.2093156611636
32.518332202674706,3697,124.45312700857257,20.723244677962207,2.997165043065414,1,6.914279816398518,1202.202741532884
72.96061783380641,4603,26.36842498915765,12.836399035134246,6.548687149708704,2,1.9601481612321436,3358.377238890109
63.75574713552131,1835,164.1950261810735,1.4464518590479458,30.299848363551277,3,0.04773792244617335,1169.917959936816
88.72127425763266,6945,205.5257901500564,17.90485564732363,42.47232031128678,4,0.4215652710878677,6161.692497192588
47.22149251619493,2236,95.10500187689058,8.339944636208653,2.2498410617712183,3,3.706902265683005,1055.8725726621187
